video_id,comment
KGn-erOG-Bs,give some utube channel ideas...
KGn-erOG-Bs,Masti 2004
KGn-erOG-Bs,❤
KGn-erOG-Bs,Wäre gut
KGn-erOG-Bs,2:26
KGn-erOG-Bs,Nice song bas ritesh Deshmukh jahs as rha hai mood kharab ho raha hai
KGn-erOG-Bs,Yo Yo Honey Singh
KGn-erOG-Bs,2g se 5g tak paji hi paji ❤❤😂😂
KGn-erOG-Bs,YoYo honey singhaa
KGn-erOG-Bs,Yo yo honey Singh
KGn-erOG-Bs,YO YO HONEY SINGH
KGn-erOG-Bs,Laal ❤❤
KGn-erOG-Bs,Queen's ❤
KGn-erOG-Bs,Thank you for 16 subscribers you guys are awesome love you guys🎉🎉🎉?'s hai 🎉🎉
KGn-erOG-Bs,Thank you for 16 subscribers you guys are awesome love you guys🎉🎉🎉?'s hai 🎉🎉
KGn-erOG-Bs,Ore item song kor bhai haif tubo aii
KGn-erOG-Bs,Arjun Rampal ko lana chahiyetha
KGn-erOG-Bs,Bollywood song king honey paji ❤
KGn-erOG-Bs,Comeback ho to paji jaisa ❤
KGn-erOG-Bs,Jackie is slaying ❤❤
KGn-erOG-Bs,Yo Yo
KGn-erOG-Bs,Honey don't need a comeback..
KGn-erOG-Bs,"Yaar mtlb inse HOT toh aaj ke Time ki WWE FEMALE WRESTLERS hai just check them out from AEW, WWE, TNA"
KGn-erOG-Bs,Lal pari hit song🔥🔥
KGn-erOG-Bs,Kaun Hai Lal Parihar pakad ke lao usko
KGn-erOG-Bs,"Ye koi gaana hua kya..
Mujhe dilao Laal Pari
Mujhe Pilao Laal Pari 
Mujhe Bulao Laal Pari"
KGn-erOG-Bs,Yo yo yo honey Singh is king or badhsha  inke jant ke Baal ke bra br😅
KGn-erOG-Bs,Roophja😂 lal pari in our home😂😂😂
KGn-erOG-Bs,"Wow 😲
Laal pari ❤🥂
Koi mujhe bhi do do ghunt 
TRENDING #1 ..."
KGn-erOG-Bs,❤❤❤❤❤❤❤❤❤❤❤
KGn-erOG-Bs,2.3
KGn-erOG-Bs,Besharam behaya log
KGn-erOG-Bs,🥰🥰🥰❤️❤️🥰🥰🥰🥰🥰🥰❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰🤩🤩🤩🤩🤩
KGn-erOG-Bs,TRENDING SINCE TWO WEEKS .🤘🤘🤘
KGn-erOG-Bs,Yo yo 🤘🏻 🔥
KGn-erOG-Bs,0:01
KGn-erOG-Bs,This song is my favourite ❤❤
KGn-erOG-Bs,Yo yo Hani Singh❤❤❤
KGn-erOG-Bs,I love this song ❤❤❤❤❤
KGn-erOG-Bs,Punajb police ko theme song mil gyaa tiktok k lye😂
KGn-erOG-Bs,Waiting for Housefull 5🔥❤️
KGn-erOG-Bs,Vibes 100%🔥
KGn-erOG-Bs,Best village vedios
KGn-erOG-Bs,Lal pari 0:19
KGn-erOG-Bs,Honey singh 0:10
KGn-erOG-Bs,Yo yo
KGn-erOG-Bs,yo yo 1.0 is back
KGn-erOG-Bs,Red doll❤❤
KGn-erOG-Bs,Tea was fantastic 😂
KGn-erOG-Bs,Super
KGn-erOG-Bs,2.42 just🔥🔥🔥🔥🔥🔥
KGn-erOG-Bs,punjab police ❤ kya baat h😅
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,Ganja hai ya ranjhaa...😂❤
KGn-erOG-Bs,Sonam Bajwa ❤❤
KGn-erOG-Bs,Goddamn Soundarya sharma ..slaying wid just 2 main scene
KGn-erOG-Bs,Awesome👍👍👏👏👏
KGn-erOG-Bs,❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,100 M complete Krwa Do Guys
KGn-erOG-Bs,Yoyo lvl❤
KGn-erOG-Bs,Yoyo 🇮🇳🇵🇰
KGn-erOG-Bs,Female vocalist 🔥
KGn-erOG-Bs,Aag lga di
KGn-erOG-Bs,Yo yo ♥️♥️
KGn-erOG-Bs,Rap god in full form ❤❤  OG  OG🎉🎉
KGn-erOG-Bs,New party song 🎵 🎉
KGn-erOG-Bs,🤟🤟🤟🤟
KGn-erOG-Bs,You can know about the same thing 😂😉😂
KGn-erOG-Bs,Yea kya hi gya ha hanrea Bollywood walon koo naam duba ke manoge kya sab🙏🙏
KGn-erOG-Bs,Thank you guys for 24 subscriber 😢
KGn-erOG-Bs,End lvl ksama Sy
KGn-erOG-Bs,Mast ❤❤❤
KGn-erOG-Bs,super song
KGn-erOG-Bs,Female  singer ka voice  bouth irritating  ha
KGn-erOG-Bs,"Wow amazing
Red angel ❤️"
KGn-erOG-Bs,Please seck out my profile for daily new Hindi song.👍
KGn-erOG-Bs,Bhai Desi Daru Lal ki baat ho rahi hai kya😅
KGn-erOG-Bs,yo yo honey singh ❤
KGn-erOG-Bs,Yo yo Honey Singh❤❤❤❤😊😊😊😊😊😊😊 love u paji
KGn-erOG-Bs,Bollywood song trending no.1
KGn-erOG-Bs,Honey Singh ka ara
KGn-erOG-Bs,Trending song❤❤
KGn-erOG-Bs,Yo yo honey pajji 🎉🎉🎉
KGn-erOG-Bs,❤❤❤🎉💪🔥🔥🔥 yo yo bhai Tum Ho tabahi
KGn-erOG-Bs,The song is super
KGn-erOG-Bs,Salman or Ajay ki entry or hoti toh mja a jata movie mein☠️
KGn-erOG-Bs,Film flok hai
KGn-erOG-Bs,Pawan Singh ka 4 number trending me song hai Dilwale laza...
KGn-erOG-Bs,Amazing❤🎉🎉
KGn-erOG-Bs,Jacqueline I Love you 💓
KGn-erOG-Bs,🤢🤮🤮
KGn-erOG-Bs,Why they add a touch of cleavage to all songs 🙏🙏🗿😭😭
KGn-erOG-Bs,Best song👌👌❤❤❤❤❤
KGn-erOG-Bs,Kasam se song se pataa chala ki h5 aayahe ✅
KGn-erOG-Bs,💛💛
KGn-erOG-Bs,Wow❤❤🎉🥵🥵
KGn-erOG-Bs,😊😊😊😊😊😊😊
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,🔥🔥🔥🔥
KGn-erOG-Bs,Yo yo❤❤
KGn-erOG-Bs,Osm song ❤
KGn-erOG-Bs,Ma ku wasaa
KGn-erOG-Bs,1:23 single single piece 🤞🏻🤘🏻
KGn-erOG-Bs,Wtf is this yr 😒
KGn-erOG-Bs,Fazool movie fazool song 😡😡😡 thag gaye hain in buddho ko dekh dekh kar 😒😒
KGn-erOG-Bs,Mane man liya app badshah k papa hoo
KGn-erOG-Bs,1M. likes complete kardo guys bahut pass hai 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🤟🔥🔥❤️❤️❤️❤️❤️❤️
KGn-erOG-Bs,WOW ❤❤❤❤❤❤❤❤❤❤
KGn-erOG-Bs,Awesome👍👍👏👏👏
KGn-erOG-Bs,Sab se best song full vibe h 😚
KGn-erOG-Bs,Very very nice song ❤❤❤❤❤❤❤❤❤❤❤❤
KGn-erOG-Bs,Masterpiece......❤️‍🔥🤌
KGn-erOG-Bs,01:01 💀
KGn-erOG-Bs,Honey Singh has the best music understood for indian culture.i am just grooving on his music
KGn-erOG-Bs,Bollywood is now just Satnic Ritual nothing left
KGn-erOG-Bs,Bollywood 📉📉📉📉📉📉
KGn-erOG-Bs,Supar ❤️❤️❤️❤️😍🌹🌹🌹🤩😍
KGn-erOG-Bs,Simran voice is awesome
KGn-erOG-Bs,Video quality acha nahi gana mast hai
KGn-erOG-Bs,Kya mast song hai bhai....❤❤
KGn-erOG-Bs,"Sidhu moosewala Chand te ,Baki sare lan te 😂😂😂"
KGn-erOG-Bs,Bhaichaara on Top❤❤
KGn-erOG-Bs,Honey Singh is back
KGn-erOG-Bs,Housefull 5 🔥
KGn-erOG-Bs,This song is somewhat similar to BTS  s 21st century...song...😊😅🎉🎉🎉❤😂
KGn-erOG-Bs,honey bhai ❤️❤️❤️❤️
KGn-erOG-Bs,Song still here 👍✌🏻✌🏻
KGn-erOG-Bs,Simar kaur Honey Singh Dono punjabi...Ab kho ❤❤
KGn-erOG-Bs,"लाल पारी क्या कोई शराब है।
मार्केट मैं कोई नया ब्रांड आया है क्या
😂😂😂😂😂😂😂😂😂😂"
KGn-erOG-Bs,100 million soon
KGn-erOG-Bs,Badsha crying in corner 😂😂
KGn-erOG-Bs,Paji❤
KGn-erOG-Bs,Female singer voice is unmatched vibe
KGn-erOG-Bs,Yo yo honey singh ❤😊
KGn-erOG-Bs,🔥🔥🔥
KGn-erOG-Bs,"I love the Female singer voice, ।।।
Song of the year।

Best female singer award goes to लाल परी song"
KGn-erOG-Bs,0.5x speed 1:43 sonam bajwa aye hay🥵
KGn-erOG-Bs,Abhishek ab yaha mt kr lena affair
KGn-erOG-Bs,Honey Singh badshah ka Papa hai  Love you honey Singh ❤❤
KGn-erOG-Bs,😂😂😂😂😂😂😂❤❤
KGn-erOG-Bs,No.1 yo yo and nice song 🎉
KGn-erOG-Bs,Sonam Bajwa ❤
KGn-erOG-Bs,Sonam 🔥🔥
KGn-erOG-Bs,Hamaare to naaam ha pari.. 😎😅
KGn-erOG-Bs,Ya allah bhut acha song hai wow
KGn-erOG-Bs,Now this feels like BOLLYWOOD vibes 🔥
KGn-erOG-Bs,Laal pati wo bhut acha song
KGn-erOG-Bs,Super song yo yo honey Singh is all time favorite❤❤❤
KGn-erOG-Bs,"sirf daru, drag and sexy girl . not other think Bollywood ."
KGn-erOG-Bs,My favourite song ❤❤❤❤
KGn-erOG-Bs,🔥🔥🔥🔥🔥
KGn-erOG-Bs,Do you Hove a boyfriend
KGn-erOG-Bs,Hey t seris
KGn-erOG-Bs,"Thanks for appreciating this verse so much
I am seeing that this song is getting popular after one and half year
Thanks for your love and support"
KGn-erOG-Bs,"मैं शर्त लगाता हूं, इंधा पातु लाम 1 मिनट पूर्ण आह थिएटर ला वंधा पेरिया वुष्यम्❤😂"
KGn-erOG-Bs,"मैं शर्त लगाता हूं, इंधा पातु लाम 1 मिनट पूर्ण आह थिएटर ला वंधा पेरिया वुष्यम्😅"
KGn-erOG-Bs,Yo yo honey Singh ❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤❤❤😊
KGn-erOG-Bs,Kali pili nili pari kyu ni😂
KGn-erOG-Bs,Bahut jald lungi 2.0 aayega
KGn-erOG-Bs,❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,Pute market me cha jayega
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,🎉
KGn-erOG-Bs,One Thousan mile Video
KGn-erOG-Bs,We really need innovation in lyrics and choreography
KGn-erOG-Bs,I am yo yo fan but i truly feel is Honey singh's new songs  except for payal are below average they only get these view bcz of his popularity otherwise they feel like tony kakkar song  i think he is  focusing on countity more than quality i wish he takes more time and give a banger song like before
KGn-erOG-Bs,Yo yo honey Singh ❤
KGn-erOG-Bs,Yo Yo ❤❤❤
KGn-erOG-Bs,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊🎉🎉🎉🎉🎉🎉🎉.
KGn-erOG-Bs,Headache song!
KGn-erOG-Bs,👆🏼 chile presente
KGn-erOG-Bs,"lal Pari Nahi Babu 
kam Ki Pari Mangwadu"
KGn-erOG-Bs,Kon kon Harsal Sir se yaha aye ho 😂😂😂😂
KGn-erOG-Bs,Yoyo honey singh❤
KGn-erOG-Bs,Yo yo
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,Average repetitive rhyme song 😐
KGn-erOG-Bs,Naa sur hai naa sunne me maja aara hai ye v koi gana hai
KGn-erOG-Bs,Official real song is this 😉 pura stage faad Diya kya Gaya Hai maja hi a Gaya sunkar 😘🫶🏻
KGn-erOG-Bs,Yo yo honey Singh
KGn-erOG-Bs,😮
KGn-erOG-Bs,📈Boring 👎
KGn-erOG-Bs,Baba 🔥
KGn-erOG-Bs,61
KGn-erOG-Bs,"61  M views 💥 
978 K like 💥"
KGn-erOG-Bs,"Trending no. 1 .....

Old HONEY SHINGH is Back .........!"
KGn-erOG-Bs,Laal pari😮
KGn-erOG-Bs,Aaj kon kon dekh rha h 😂😂
KGn-erOG-Bs,Magic moment cranberry
KGn-erOG-Bs,Only Chitrangada singh❤
KGn-erOG-Bs,Honey Singh is back yah purane wala Honey Singh 2013 to 2016
KGn-erOG-Bs,Wow wonderful 🎉🎉🎉🎉
KGn-erOG-Bs,Mangwado Mujh Ko Laal Pari💃🕺😍🔥 TRENDING #1🔥
KGn-erOG-Bs,Laa pari🎉
KGn-erOG-Bs,🎉
KGn-erOG-Bs,Yo Yoooooo 🎉😮
KGn-erOG-Bs,❤🎉
KGn-erOG-Bs,The king of music
KGn-erOG-Bs,❤🎉
KGn-erOG-Bs,Yo yo honey singh ❤
KGn-erOG-Bs,🎉🎉
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,Oye hoye Bajwa mohtarma kinni soni hai ... chhaaa gaye guru ... thoko taali
KGn-erOG-Bs,House full hone wala ha🎉🥂
KGn-erOG-Bs,Sahi bolu to honey Singh bollywood jaane se apne gaane ji sattya pitwaade ga  😢😢😢😢 sahi main honye singh ne lyrics gaye bole ha maza nhi aya bas ladki ke lyrics ache bus 😢😢
KGn-erOG-Bs,Simar voice ❤ & paaji always 🎉❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,Love you paji
KGn-erOG-Bs,What a song man..... Extraordinary.. Loved it❤... Its going to song of the year ❤️
KGn-erOG-Bs,YoYo ❤❤❤❤❤
KGn-erOG-Bs,❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,YoYo paji❤
KGn-erOG-Bs,❤❤❤❤❤🎉🎉🎉🎉
KGn-erOG-Bs,No one can beat this song and this music 😂 yo yo honey singh
KGn-erOG-Bs,Bro yo yo honey  Singh ne hi female voice ko next level Kiya h yo yo honey sinfh❤❤❤
KGn-erOG-Bs,Any tamil people
KGn-erOG-Bs,This song will hit 1 billion views in two months
KGn-erOG-Bs,Laal pari is best song
KGn-erOG-Bs,Laal pari is best song
KGn-erOG-Bs,Is se accha bala tha
KGn-erOG-Bs,Kya ghatia gana hai kaha gya pura honey bhai 😢
KGn-erOG-Bs,Yoyo ❤❤
KGn-erOG-Bs,"Raja bottle kholega....
koi bich na bolega....😍"
KGn-erOG-Bs,👦🧑🧔
KGn-erOG-Bs,Superb
KGn-erOG-Bs,"Sir ji Sonam Bajwa laal  ice cream 
Sonam Bajwa is good 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 good"
KGn-erOG-Bs,1:31 perfect
KGn-erOG-Bs,"Bhai. Abto yakin huaa na , tiger 🐅 kabhi tiger hi hota  hai. ,
Kaha gye bhai jo. Bol rahe the kisi ki comeback hi nahi ho rahi. But mai dekh Raha hu comeback pe comeback de rahe   honey sir , I love Honey sir. And I want to meet home sir please . Meri dream hai zindagi me ek baar   kabhi to milenge 😢😅."
KGn-erOG-Bs,Sobko kuch kuch rupiya indian army ki donation website me dena chahiye.. ❤️
KGn-erOG-Bs,Nice
KGn-erOG-Bs,"60 m❤❤done
600 milli soon"
KGn-erOG-Bs,kya wahiyaad gana hai
KGn-erOG-Bs,MANGWADO KOI MUJHE LAAL PARI 🎉🍾😍
KGn-erOG-Bs,"What the hell is laal pari 🙃,i am confused 🤔"
KGn-erOG-Bs,Honey Singh ❤❤ Always my favourite ❤❤
KGn-erOG-Bs,Los Angeles
KGn-erOG-Bs,Honey paji is back vibe like back days
KGn-erOG-Bs,Apni maa ki Lambi Umar ke liye 1 Like ❤
KGn-erOG-Bs,Yo yo papa❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂❤❤😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉😅❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤😂❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂❤😂😂❤😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
KGn-erOG-Bs,Solid bro ⚡
KGn-erOG-Bs,Yo yo honey Singh ko English song bana chahiye
KGn-erOG-Bs,25 crore tayar rakho
KGn-erOG-Bs,Love u paji
KGn-erOG-Bs,Thank you for your 27 subscribeers 🎉
KGn-erOG-Bs,Ek dum suar gana
KGn-erOG-Bs,YOYO HONEY SINGHHHH❤
KGn-erOG-Bs,👌🏻👌🏻👌🏻
KGn-erOG-Bs,Female voice take this to next level 💥
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,Daily watchable 😂😂Go for millions+Likes........🎥💥🍿✅🥰
KGn-erOG-Bs,Yoyo
KGn-erOG-Bs,Please🙏 like ------>
KGn-erOG-Bs,The third one don't no how to dance
KGn-erOG-Bs,nice song yo yo honey pagi
KGn-erOG-Bs,Hi
KGn-erOG-Bs,"No badshah , no raftaar......

Everywhere one and only honey singh."
KGn-erOG-Bs,Batuk nhi hai 😢
KGn-erOG-Bs,Let's go for 100M 🔥
KGn-erOG-Bs,What a catchy music !!! 🧠🤯💯
KGn-erOG-Bs,😊😊😊
KGn-erOG-Bs,Yo yo honey Singh is King
KGn-erOG-Bs,❤❤❤❤❤❤
KGn-erOG-Bs,100 million soon❤
KGn-erOG-Bs,100 million soon❤
KGn-erOG-Bs,100 million soon❤
KGn-erOG-Bs,100 million soon❤
KGn-erOG-Bs,100 million soon❤
KGn-erOG-Bs,100 million soon❤
KGn-erOG-Bs,I'm here for saundarya ❤
KGn-erOG-Bs,"Baap baap hota hai,still in trending❤"
KGn-erOG-Bs,That's our Honey Paaji 🥇
KGn-erOG-Bs,Khilari iz back🔥🔥🔥🔥
KGn-erOG-Bs,Yo yo is back ❤
KGn-erOG-Bs,Lal pari
KGn-erOG-Bs,Faad Bro
KGn-erOG-Bs,DO NOT SEE MUCH DIFF IN YOYO AND TONY NOW 🙂
KGn-erOG-Bs,2g era is back yo yo honey Singh ❤❤
KGn-erOG-Bs,Lala pari madira ko kaha jata hai
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,999
KGn-erOG-Bs,❤❤YoYo❤❤❤❤❤
KGn-erOG-Bs,Bhai gajab
KGn-erOG-Bs,Yo yo ❤❤
KGn-erOG-Bs,Wow nice lyrics 🖤💫✨
KGn-erOG-Bs,Guru ab mat  jana bhai kahi song (khat) vali vaib aagi vapis
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,Oldest hony
KGn-erOG-Bs,Yo yo honey Singh
KGn-erOG-Bs,Yo yo honey Singh ❤❤❤
